grid_id	hemisphere	x	y	subfield	n_observations	agreement_pct
rh_x23_y11	rh	23	11	CA1	275	89.5
rh_x23_y12	rh	23	12	CA1	275	88.0
rh_x23_y13	rh	23	13	CA1	275	91.6
rh_x23_y14	rh	23	14	CA1	275	92.7
rh_x23_y15	rh	23	15	CA1	275	95.6
rh_x23_y16	rh	23	16	CA1	275	98.2
rh_x23_y17	rh	23	17	CA1	275	98.9
rh_x23_y18	rh	23	18	CA1	275	98.9
rh_x23_y19	rh	23	19	CA1	275	99.3
rh_x23_y20	rh	23	20	CA1	275	98.9
rh_x24_y0	rh	24	0	CA1	275	84.0
rh_x24_y1	rh	24	1	CA1	275	83.3
rh_x24_y2	rh	24	2	CA1	275	85.1
rh_x24_y3	rh	24	3	CA1	275	85.8
rh_x24_y4	rh	24	4	CA1	275	84.7
rh_x24_y5	rh	24	5	CA1	275	84.7
rh_x24_y6	rh	24	6	CA1	275	84.4
rh_x24_y7	rh	24	7	CA1	275	82.9
rh_x24_y8	rh	24	8	CA1	275	81.8
rh_x24_y9	rh	24	9	CA1	275	85.8
rh_x24_y10	rh	24	10	CA1	275	88.7
rh_x24_y11	rh	24	11	CA1	275	86.5
rh_x24_y12	rh	24	12	CA1	275	89.1
rh_x24_y13	rh	24	13	CA1	275	89.1
rh_x24_y14	rh	24	14	CA1	275	90.9
rh_x24_y15	rh	24	15	CA1	275	95.3
rh_x24_y16	rh	24	16	CA1	275	94.5
rh_x24_y17	rh	24	17	CA1	275	94.9
rh_x24_y18	rh	24	18	CA1	275	96.7
rh_x24_y19	rh	24	19	CA1	275	96.4
rh_x24_y20	rh	24	20	CA1	275	97.8
rh_x25_y0	rh	25	0	CA1	275	89.8
rh_x25_y1	rh	25	1	CA1	275	89.8
rh_x25_y2	rh	25	2	CA1	275	88.0
rh_x25_y3	rh	25	3	CA1	275	89.5
rh_x25_y4	rh	25	4	CA1	275	86.9
rh_x25_y5	rh	25	5	CA1	275	86.5
rh_x25_y6	rh	25	6	CA1	275	83.3
rh_x25_y7	rh	25	7	CA1	275	79.6
rh_x25_y8	rh	25	8	CA1	275	80.0
rh_x25_y9	rh	25	9	CA1	275	82.5
rh_x25_y10	rh	25	10	CA1	275	82.2
rh_x25_y11	rh	25	11	CA1	275	79.3
rh_x25_y12	rh	25	12	CA1	275	78.2
rh_x25_y13	rh	25	13	CA1	275	79.6
rh_x25_y14	rh	25	14	CA1	275	83.3
rh_x25_y15	rh	25	15	CA1	275	83.6
rh_x25_y16	rh	25	16	CA1	275	82.2
rh_x25_y17	rh	25	17	CA1	275	83.6
rh_x25_y18	rh	25	18	CA1	275	81.8
rh_x25_y19	rh	25	19	CA1	275	89.1
rh_x25_y20	rh	25	20	CA1	275	94.2
rh_x26_y0	rh	26	0	CA1	275	87.6
rh_x26_y1	rh	26	1	CA1	275	86.9
rh_x26_y2	rh	26	2	CA1	275	85.8
rh_x26_y3	rh	26	3	CA1	275	87.3
rh_x26_y4	rh	26	4	CA1	275	83.6
rh_x26_y5	rh	26	5	CA1	275	80.7
rh_x26_y6	rh	26	6	CA1	275	74.5
rh_x26_y7	rh	26	7	CA1	275	70.2
rh_x26_y8	rh	26	8	CA1	275	68.7
rh_x26_y9	rh	26	9	CA1	275	70.5
rh_x26_y10	rh	26	10	CA1	275	68.4
rh_x26_y11	rh	26	11	CA1	275	66.9
rh_x26_y12	rh	26	12	CA1	275	62.5
rh_x26_y13	rh	26	13	CA1	275	67.3
rh_x26_y14	rh	26	14	CA1	275	69.8
rh_x26_y15	rh	26	15	CA1	275	70.2
rh_x26_y16	rh	26	16	CA1	275	69.1
rh_x26_y17	rh	26	17	CA1	275	70.9
rh_x26_y18	rh	26	18	CA1	275	69.1
rh_x26_y19	rh	26	19	CA1	275	75.3
rh_x26_y20	rh	26	20	CA1	275	81.1
rh_x27_y0	rh	27	0	CA1	275	79.6
rh_x27_y1	rh	27	1	CA1	275	77.5
rh_x27_y2	rh	27	2	CA1	275	76.4
rh_x27_y3	rh	27	3	CA1	275	76.7
rh_x27_y4	rh	27	4	CA1	275	76.0
rh_x27_y5	rh	27	5	CA1	275	72.7
rh_x27_y6	rh	27	6	CA1	275	61.8
rh_x27_y19	rh	27	19	CA1	275	60.0
rh_x27_y20	rh	27	20	CA1	275	68.4
rh_x28_y0	rh	28	0	CA1	275	71.6
rh_x28_y1	rh	28	1	CA1	275	64.0
rh_x28_y2	rh	28	2	CA1	275	62.9
rh_x28_y3	rh	28	3	CA1	275	63.6
rh_x28_y7	rh	28	7	CA2_CA3	275	62.2
rh_x28_y8	rh	28	8	CA2_CA3	275	63.6
rh_x28_y9	rh	28	9	CA2_CA3	275	64.0
rh_x28_y10	rh	28	10	CA2_CA3	275	65.1
rh_x28_y11	rh	28	11	CA2_CA3	275	69.1
rh_x28_y12	rh	28	12	CA2_CA3	275	72.0
rh_x28_y13	rh	28	13	CA2_CA3	275	70.2
rh_x28_y14	rh	28	14	CA2_CA3	275	68.0
rh_x28_y15	rh	28	15	CA2_CA3	275	69.1
rh_x28_y16	rh	28	16	CA2_CA3	275	68.0
rh_x28_y17	rh	28	17	CA2_CA3	275	69.5
rh_x28_y18	rh	28	18	CA2_CA3	275	70.9
rh_x28_y19	rh	28	19	CA2_CA3	275	61.5
rh_x29_y6	rh	29	6	CA2_CA3	275	67.3
rh_x29_y7	rh	29	7	CA2_CA3	275	79.3
rh_x29_y8	rh	29	8	CA2_CA3	275	80.7
rh_x29_y9	rh	29	9	CA2_CA3	275	81.8
rh_x29_y10	rh	29	10	CA2_CA3	275	81.5
rh_x29_y11	rh	29	11	CA2_CA3	275	85.5
rh_x29_y12	rh	29	12	CA2_CA3	275	87.3
rh_x29_y13	rh	29	13	CA2_CA3	275	82.2
rh_x29_y14	rh	29	14	CA2_CA3	275	83.6
rh_x29_y15	rh	29	15	CA2_CA3	275	82.2
rh_x29_y16	rh	29	16	CA2_CA3	275	83.3
rh_x29_y17	rh	29	17	CA2_CA3	275	85.8
rh_x29_y18	rh	29	18	CA2_CA3	275	85.8
rh_x29_y19	rh	29	19	CA2_CA3	275	79.3
rh_x29_y20	rh	29	20	CA2_CA3	275	72.7
rh_x30_y1	rh	30	1	CA2_CA3	275	65.1
rh_x30_y2	rh	30	2	CA2_CA3	275	68.4
rh_x30_y3	rh	30	3	CA2_CA3	275	69.1
rh_x30_y4	rh	30	4	CA2_CA3	275	67.6
rh_x30_y5	rh	30	5	CA2_CA3	275	74.5
rh_x30_y6	rh	30	6	CA2_CA3	275	81.5
rh_x30_y7	rh	30	7	CA2_CA3	275	90.5
rh_x30_y8	rh	30	8	CA2_CA3	275	92.4
rh_x30_y9	rh	30	9	CA2_CA3	275	93.1
rh_x30_y10	rh	30	10	CA2_CA3	275	92.7
rh_x30_y11	rh	30	11	CA2_CA3	275	94.5
rh_x30_y12	rh	30	12	CA2_CA3	275	94.9
rh_x30_y13	rh	30	13	CA2_CA3	275	93.8
rh_x30_y14	rh	30	14	CA2_CA3	275	93.1
rh_x30_y15	rh	30	15	CA2_CA3	275	93.5
rh_x30_y16	rh	30	16	CA2_CA3	275	93.8
rh_x30_y17	rh	30	17	CA2_CA3	275	94.2
rh_x30_y18	rh	30	18	CA2_CA3	275	94.5
rh_x30_y19	rh	30	19	CA2_CA3	275	90.2
rh_x30_y20	rh	30	20	CA2_CA3	275	87.6
rh_x31_y0	rh	31	0	CA2_CA3	275	69.1
rh_x31_y1	rh	31	1	CA2_CA3	275	82.2
rh_x31_y2	rh	31	2	CA2_CA3	275	84.4
rh_x31_y3	rh	31	3	CA2_CA3	275	85.8
rh_x31_y4	rh	31	4	CA2_CA3	275	86.5
rh_x31_y5	rh	31	5	CA2_CA3	275	88.7
rh_x31_y6	rh	31	6	CA2_CA3	275	91.6
rh_x31_y7	rh	31	7	CA2_CA3	275	96.4
rh_x31_y8	rh	31	8	CA2_CA3	275	96.4
rh_x31_y9	rh	31	9	CA2_CA3	275	96.7
rh_x31_y10	rh	31	10	CA2_CA3	275	97.1
rh_x31_y11	rh	31	11	CA2_CA3	275	97.5
rh_x31_y12	rh	31	12	CA2_CA3	275	98.2
rh_x31_y13	rh	31	13	CA2_CA3	275	97.8
rh_x31_y14	rh	31	14	CA2_CA3	275	98.5
rh_x31_y15	rh	31	15	CA2_CA3	275	98.5
rh_x31_y16	rh	31	16	CA2_CA3	275	98.5
rh_x31_y17	rh	31	17	CA2_CA3	275	98.5
rh_x31_y18	rh	31	18	CA2_CA3	275	99.3
rh_x31_y19	rh	31	19	CA2_CA3	275	98.2
rh_x31_y20	rh	31	20	CA2_CA3	275	96.4
rh_x32_y0	rh	32	0	CA2_CA3	275	81.1
rh_x32_y1	rh	32	1	CA2_CA3	275	91.3
rh_x32_y2	rh	32	2	CA2_CA3	275	93.1
rh_x32_y3	rh	32	3	CA2_CA3	275	93.5
rh_x32_y4	rh	32	4	CA2_CA3	275	93.8
rh_x32_y5	rh	32	5	CA2_CA3	275	96.4
rh_x32_y6	rh	32	6	CA2_CA3	275	96.4
rh_x32_y7	rh	32	7	CA2_CA3	275	98.2
rh_x32_y8	rh	32	8	CA2_CA3	275	97.8
rh_x32_y9	rh	32	9	CA2_CA3	275	98.5
rh_x32_y10	rh	32	10	CA2_CA3	275	98.5
rh_x32_y11	rh	32	11	CA2_CA3	275	98.9
rh_x32_y12	rh	32	12	CA2_CA3	275	99.6
rh_x32_y13	rh	32	13	CA2_CA3	275	99.3
rh_x32_y14	rh	32	14	CA2_CA3	275	99.3
rh_x32_y15	rh	32	15	CA2_CA3	275	99.3
rh_x32_y16	rh	32	16	CA2_CA3	275	99.3
rh_x32_y17	rh	32	17	CA2_CA3	275	99.6
rh_x32_y18	rh	32	18	CA2_CA3	275	99.3
rh_x32_y19	rh	32	19	CA2_CA3	275	99.3
rh_x32_y20	rh	32	20	CA2_CA3	275	99.3
rh_x33_y0	rh	33	0	CA2_CA3	275	90.2
rh_x33_y1	rh	33	1	CA2_CA3	275	95.3
rh_x33_y2	rh	33	2	CA2_CA3	275	96.4
rh_x33_y3	rh	33	3	CA2_CA3	275	96.7
rh_x33_y4	rh	33	4	CA2_CA3	275	97.8
rh_x33_y5	rh	33	5	CA2_CA3	275	97.8
rh_x33_y6	rh	33	6	CA2_CA3	275	98.5
rh_x33_y7	rh	33	7	CA2_CA3	275	98.5
rh_x33_y8	rh	33	8	CA2_CA3	275	98.9
rh_x33_y9	rh	33	9	CA2_CA3	275	99.3
rh_x33_y10	rh	33	10	CA2_CA3	275	99.3
rh_x33_y11	rh	33	11	CA2_CA3	275	99.6
rh_x33_y12	rh	33	12	CA2_CA3	275	99.6
rh_x33_y13	rh	33	13	CA2_CA3	275	99.6
rh_x33_y14	rh	33	14	CA2_CA3	275	99.6
rh_x33_y15	rh	33	15	CA2_CA3	275	99.6
rh_x33_y16	rh	33	16	CA2_CA3	275	99.6
rh_x33_y17	rh	33	17	CA2_CA3	275	99.6
rh_x33_y18	rh	33	18	CA2_CA3	275	99.6
rh_x33_y19	rh	33	19	CA2_CA3	275	99.6
rh_x33_y20	rh	33	20	CA2_CA3	275	99.6
rh_x34_y0	rh	34	0	CA2_CA3	275	93.1
rh_x34_y1	rh	34	1	CA2_CA3	275	97.5
rh_x34_y2	rh	34	2	CA2_CA3	275	97.8
rh_x34_y3	rh	34	3	CA2_CA3	275	98.2
rh_x34_y4	rh	34	4	CA2_CA3	275	98.2
rh_x34_y5	rh	34	5	CA2_CA3	275	98.2
rh_x34_y6	rh	34	6	CA2_CA3	275	98.5
rh_x34_y7	rh	34	7	CA2_CA3	275	98.9
rh_x34_y8	rh	34	8	CA2_CA3	275	99.6
rh_x34_y9	rh	34	9	CA2_CA3	275	99.6
rh_x34_y10	rh	34	10	CA2_CA3	275	99.6
rh_x34_y11	rh	34	11	CA2_CA3	275	99.6
rh_x34_y12	rh	34	12	CA2_CA3	275	99.6
rh_x34_y13	rh	34	13	CA2_CA3	275	99.6
rh_x34_y14	rh	34	14	CA2_CA3	275	99.6
rh_x34_y15	rh	34	15	CA2_CA3	275	99.6
rh_x34_y16	rh	34	16	CA2_CA3	275	99.6
rh_x34_y17	rh	34	17	CA2_CA3	275	99.6
rh_x34_y18	rh	34	18	CA2_CA3	275	99.6
rh_x34_y19	rh	34	19	CA2_CA3	275	99.6
rh_x34_y20	rh	34	20	CA2_CA3	275	99.6
rh_x35_y0	rh	35	0	CA2_CA3	275	94.2
rh_x35_y1	rh	35	1	CA2_CA3	275	98.2
rh_x35_y2	rh	35	2	CA2_CA3	275	98.5
rh_x35_y3	rh	35	3	CA2_CA3	275	98.2
rh_x35_y4	rh	35	4	CA2_CA3	275	98.9
rh_x35_y5	rh	35	5	CA2_CA3	275	99.3
rh_x35_y6	rh	35	6	CA2_CA3	275	99.6
rh_x35_y7	rh	35	7	CA2_CA3	275	99.6
rh_x35_y8	rh	35	8	CA2_CA3	275	99.6
rh_x35_y9	rh	35	9	CA2_CA3	275	100.0
rh_x35_y10	rh	35	10	CA2_CA3	275	99.6
rh_x35_y11	rh	35	11	CA2_CA3	275	99.6
rh_x35_y12	rh	35	12	CA2_CA3	275	100.0
rh_x35_y13	rh	35	13	CA2_CA3	275	99.6
rh_x35_y14	rh	35	14	CA2_CA3	275	100.0
rh_x35_y15	rh	35	15	CA2_CA3	275	100.0
rh_x35_y16	rh	35	16	CA2_CA3	275	100.0
rh_x35_y17	rh	35	17	CA2_CA3	275	100.0
rh_x35_y18	rh	35	18	CA2_CA3	275	100.0
rh_x35_y19	rh	35	19	CA2_CA3	275	100.0
rh_x35_y20	rh	35	20	CA2_CA3	275	99.6
rh_x36_y0	rh	36	0	CA2_CA3	275	97.1
rh_x36_y1	rh	36	1	CA2_CA3	275	98.9
rh_x36_y2	rh	36	2	CA2_CA3	275	98.2
rh_x36_y3	rh	36	3	CA2_CA3	275	98.9
rh_x36_y4	rh	36	4	CA2_CA3	275	98.9
rh_x36_y5	rh	36	5	CA2_CA3	275	98.5
rh_x36_y6	rh	36	6	CA2_CA3	275	99.6
rh_x36_y7	rh	36	7	CA2_CA3	275	99.6
rh_x36_y8	rh	36	8	CA2_CA3	275	99.6
rh_x36_y9	rh	36	9	CA2_CA3	275	99.3
rh_x36_y10	rh	36	10	CA2_CA3	275	100.0
rh_x36_y11	rh	36	11	CA2_CA3	275	100.0
rh_x36_y12	rh	36	12	CA2_CA3	275	99.6
rh_x36_y13	rh	36	13	CA2_CA3	275	100.0
rh_x36_y14	rh	36	14	CA2_CA3	275	100.0
rh_x36_y15	rh	36	15	CA2_CA3	275	100.0
rh_x36_y16	rh	36	16	CA2_CA3	275	100.0
rh_x36_y17	rh	36	17	CA2_CA3	275	100.0
rh_x36_y18	rh	36	18	CA2_CA3	275	100.0
rh_x36_y19	rh	36	19	CA2_CA3	275	100.0
rh_x36_y20	rh	36	20	CA2_CA3	275	100.0
rh_x37_y0	rh	37	0	CA2_CA3	275	97.1
rh_x37_y1	rh	37	1	CA2_CA3	275	98.5
rh_x37_y2	rh	37	2	CA2_CA3	275	98.2
rh_x37_y3	rh	37	3	CA2_CA3	275	99.3
rh_x37_y4	rh	37	4	CA2_CA3	275	98.9
rh_x37_y5	rh	37	5	CA2_CA3	275	98.5
rh_x37_y6	rh	37	6	CA2_CA3	275	99.3
rh_x37_y7	rh	37	7	CA2_CA3	275	99.3
rh_x37_y8	rh	37	8	CA2_CA3	275	98.9
rh_x37_y9	rh	37	9	CA2_CA3	275	99.6
rh_x37_y10	rh	37	10	CA2_CA3	275	100.0
rh_x37_y11	rh	37	11	CA2_CA3	275	100.0
rh_x37_y12	rh	37	12	CA2_CA3	275	99.6
rh_x37_y13	rh	37	13	CA2_CA3	275	100.0
rh_x37_y14	rh	37	14	CA2_CA3	275	100.0
rh_x37_y15	rh	37	15	CA2_CA3	275	100.0
rh_x37_y16	rh	37	16	CA2_CA3	275	100.0
rh_x37_y17	rh	37	17	CA2_CA3	275	100.0
rh_x37_y18	rh	37	18	CA2_CA3	275	100.0
rh_x37_y19	rh	37	19	CA2_CA3	275	100.0
rh_x37_y20	rh	37	20	CA2_CA3	275	100.0
rh_x38_y0	rh	38	0	CA2_CA3	275	96.0
rh_x38_y1	rh	38	1	CA2_CA3	275	98.9
rh_x38_y2	rh	38	2	CA2_CA3	275	97.8
rh_x38_y3	rh	38	3	CA2_CA3	275	98.5
rh_x38_y4	rh	38	4	CA2_CA3	275	97.8
rh_x38_y5	rh	38	5	CA2_CA3	275	98.9
rh_x38_y6	rh	38	6	CA2_CA3	275	98.5
rh_x38_y7	rh	38	7	CA2_CA3	275	98.2
rh_x38_y8	rh	38	8	CA2_CA3	275	98.9
rh_x38_y9	rh	38	9	CA2_CA3	275	99.3
rh_x38_y10	rh	38	10	CA2_CA3	275	100.0
rh_x38_y11	rh	38	11	CA2_CA3	275	99.6
rh_x38_y12	rh	38	12	CA2_CA3	275	100.0
rh_x38_y13	rh	38	13	CA2_CA3	275	99.3
rh_x38_y14	rh	38	14	CA2_CA3	275	99.3
rh_x38_y15	rh	38	15	CA2_CA3	275	99.3
rh_x38_y16	rh	38	16	CA2_CA3	275	100.0
rh_x38_y17	rh	38	17	CA2_CA3	275	100.0
rh_x38_y18	rh	38	18	CA2_CA3	275	99.3
rh_x38_y19	rh	38	19	CA2_CA3	275	100.0
rh_x38_y20	rh	38	20	CA2_CA3	275	99.6
rh_x39_y0	rh	39	0	CA2_CA3	275	94.5
rh_x39_y1	rh	39	1	CA2_CA3	275	97.8
rh_x39_y2	rh	39	2	CA2_CA3	275	97.8
rh_x39_y3	rh	39	3	CA2_CA3	275	98.2
rh_x39_y4	rh	39	4	CA2_CA3	275	97.5
rh_x39_y5	rh	39	5	CA2_CA3	275	96.7
rh_x39_y6	rh	39	6	CA2_CA3	275	96.7
rh_x39_y7	rh	39	7	CA2_CA3	275	97.5
rh_x39_y8	rh	39	8	CA2_CA3	275	99.3
rh_x39_y9	rh	39	9	CA2_CA3	275	97.8
rh_x39_y10	rh	39	10	CA2_CA3	275	98.2
rh_x39_y11	rh	39	11	CA2_CA3	275	99.6
rh_x39_y12	rh	39	12	CA2_CA3	275	98.5
rh_x39_y13	rh	39	13	CA2_CA3	275	98.5
rh_x39_y14	rh	39	14	CA2_CA3	275	99.6
rh_x39_y15	rh	39	15	CA2_CA3	275	100.0
rh_x39_y16	rh	39	16	CA2_CA3	275	99.3
rh_x39_y17	rh	39	17	CA2_CA3	275	98.2
rh_x39_y18	rh	39	18	CA2_CA3	275	98.9
rh_x39_y19	rh	39	19	CA2_CA3	275	99.3
rh_x39_y20	rh	39	20	CA2_CA3	275	98.9
rh_x40_y0	rh	40	0	CA2_CA3	271	91.1
rh_x40_y1	rh	40	1	CA2_CA3	271	96.3
rh_x40_y2	rh	40	2	CA2_CA3	271	96.7
rh_x40_y3	rh	40	3	CA2_CA3	271	96.3
rh_x40_y4	rh	40	4	CA2_CA3	271	96.3
rh_x40_y5	rh	40	5	CA2_CA3	271	95.2
rh_x40_y6	rh	40	6	CA2_CA3	271	93.4
rh_x40_y7	rh	40	7	CA2_CA3	271	95.9
rh_x40_y8	rh	40	8	CA2_CA3	271	96.7
rh_x40_y9	rh	40	9	CA2_CA3	271	94.5
rh_x40_y10	rh	40	10	CA2_CA3	271	95.2
rh_x40_y11	rh	40	11	CA2_CA3	271	98.5
rh_x40_y12	rh	40	12	CA2_CA3	271	96.3
rh_x40_y13	rh	40	13	CA2_CA3	271	95.9
rh_x40_y14	rh	40	14	CA2_CA3	271	96.7
rh_x40_y15	rh	40	15	CA2_CA3	271	97.0
rh_x40_y16	rh	40	16	CA2_CA3	271	95.2
rh_x40_y17	rh	40	17	CA2_CA3	271	94.8
rh_x40_y18	rh	40	18	CA2_CA3	271	97.0
rh_x40_y19	rh	40	19	CA2_CA3	271	97.4
rh_x40_y20	rh	40	20	CA2_CA3	271	96.7
